Item ID,Item Type,Home Location,Current Location,Name,Replacement Cost
ETL1054,Heat Gun,Portobello,Portobello,Heat Gun,
ETL1055,Caulk Guns,Leith,Leith,Caulking Gun,10
ETL1056,Screwdriver Sets,Leith,Leith,Set of leatherworking awls,10
ETL1057,Metal Garden Rake,Leith,Leith,Small hand rake,8
ETL1058,Brick Trowel,Leith,Leith,Small Garden Trowel,5
ETL1059,Digging Fork,Leith,Leith,Small Hand-held Garden Fork,5
ETL1060,Spade Shovel,Leith,Leith,Garden Spade,5
ETL1061,Caulk Guns,Leith,Leith,Sealant gun,
ETL1062,Automotive Ramps,Leith,Leith,Car Ramp,
ETL1063,Watering Tools,Leith,Leith,Pneumatic Hose,
ETL1064,Jig Saws,Leith,Leith,Axminster Jigsaw,40
ETL1066,Crowbar,Portobello,Portobello,Crowbar,
ETL1067,Crowbar,Portobello,Portobello,Crowbar,
ETL1068,Hand Tools,Portobello,Portobello,Cross Pein Hammer,
ETL1069,Hammers & Mallets,Portobello,Portobello,Claw Hammer,
ETL1070,Garden Tools,Leith,Leith,Lawn Spreader,
ETL1071,Staple Gun,Leith,Leith,Staple Gun,
ETL1072,"Bits, Drivers and Accessories",Portobello,Portobello,75 piece drill bit and saw set,36
ETL1073,Planes,Portobello,Leith,Hand plane,5
ETL1074,Squares,Portobello,Portobello,Tri square,5
ETL1075,Measuring & Layout Tools,Portobello,Portobello,Plastic Profile Gauge,5
ETL1076,Hand Pruner,Portobello,Portobello,Garden Secateurs,
ETL1077,Hand Axe,Portobello,Portobello,Small Axe,30
ETL1078,Drills,Leith,Leith,Auger Brace Bit Set,30
ETL1079,Grass Shear,Portobello,Portobello,Large Lopping Shears,20
ETL1080,Caulk Guns,Portobello,Portobello,Caulk Gun,2
ETL1081,Bar Clamps,Portobello,Portobello,Corner clamp - set of 4,40
ETL1082,Bar Clamps,Portobello,Portobello,Corner clamp - Set of 4,40
ETL1083,Crescent Wrench,Portobello,Portobello,"Adjustable Spanner, 250mm",10
ETL1084,Crescent Wrench,Leith,Leith,Wheel Wrench Cross,15
ETL1085,Allen Wrench Sets,Portobello,Portobello,Bike Allen Key Set,10
ETL1086,Crescent Wrench,Portobello,Portobello,"8"" Adjustable Spanner",
ETL1087,Staple Gun,Portobello,Portobello,Staple Gun,8
ETL1088,Socket Sets,Portobello,Portobello,Imperial Socket Set,5
ETL1089,Tape Measures,Portobello,Portobello,Sink / Drain grabber claw,3
ETL1090,Caulk Guns,Portobello,Portobello,Metal Clamp,5
ETL1091,Bar Clamps,Portobello,Portobello,G clamp set of 2,10
ETL1092,Bar Clamps,Portobello,Portobello,G clamp set of 3,10
ETL1093,Cement Chisel,Portobello,Portobello,Brick Bolster chisel,8
ETL1094,Cement Chisel,Portobello,Leith,Brick Bolster chisel,8
ETL1095,Lawn Mower,Leith,Leith,Lawn Mower,80
ETL1096,Garden Tools,Leith,Leith,Leaf Blower,80
ETL1097,String Trimmer,Portobello,Portobello,Electric strimmer/edger,40
ETL1098,Garden Tools,Leith,Leith,Manual Lawn Mower,25
ETL1099,Garden Tools,Portobello,Portobello,Manual Lawn Mower,25
ETL1100,Electric Chippers,Portobello,Leith,Garden shredder,60
ETL1101,Electric Hedge Trimmer,Portobello,Portobello,Cordless Telescopic Hedge Trimmer,50
ETL1102,Spade Shovel,Leith,Leith,Paper briquette log maker,5
ETL1103,Float,Portobello,Portobello,Float Trowel,5
ETL1104,Float,Portobello,Portobello,Float Trowel,5
ETL1105,Brick Trowel,Portobello,Portobello,Pointing Trowel,3
ETL1106,Scrapers,Portobello,Portobello,Paint scraper 100mm,2
ETL1107,Sharp Bristle Brushes,Portobello,Portobello,"Paint Brush 3""",3
ETL1108,Sharp Bristle Brushes,Portobello,Portobello,Paint Brush,3
ETL1110,Hole Saw Kit,Leith,Leith,Hole Saw Set,30
ETL1111,Crescent Wrench,Leith,Leith,Spark Plug Wrench 20mm,3
ETL1112,Crimpers,Leith,Leith,Crimping Tool Set,
ETL1113,Vise Grips,Leith,Leith,Mole grips,15
ETL1114,Hand Tools,Leith,Leith,Portable Folding Work Bench,110
ETL1115,Hand Tools,Portobello,Portobello,Portable Folding Work Bench,110
ETL1116,Step Ladders,Portobello,Portobello,Step Ladder,25
ETL1117,Step Ladders,Portobello,Portobello,Small Step Ladder,20
ETL1118,Bike Tools,Portobello,Portobello,"Bike Pump, Floor",20
ETL1120,Garden Tools,Portobello,Leith,Garden Rake,8
ETL1121,Hand Tools,Portobello,Leith,"Painting, Roller Extension Pole",7
ETL1122,Hand Tools,Portobello,Portobello,Garden Hoe,
ETL1123,Shears,Portobello,Portobello,Edging Shears,30
ETL1124,Pressure Washers,Leith,Leith,8L Vehicle Washing Sprayer,
ETL1125,Coping Saw,Portobello,Leith,Coping Saw,10
ETL1126,Hack saw,Leith,Leith,Junior hack saw,5
ETL1127,Tenon Saws,Leith,Leith,Tenon Saw,2
ETL1128,Saws,Leith,Leith,Hand saw,
ETL1129,Routers,Portobello,Portobello,Router accessories,30
ETL1130,Scrapers,Leith,Leith,Narrow Paint Scraper,
ETL1131,Scrapers,Leith,Leith,Narrow Short Paint Scraper,
ETL1132,Caulk Guns,Leith,Leith,Silicone Gun,
ETL1133,Caulk Guns,Portobello,Portobello,Silicone Gun,
ETL1134,Wallpaper Steamer,Portobello,Portobello,Wallpaper Steamer,50
ETL1135,Power Tools,Portobello,Portobello,Mitre Saw with Laser Guide,60
ETL1136,Bench Grinders,Portobello,Portobello,Bench Grinder,20
ETL1137,Circular Saws,Portobello,Portobello,Corded circular saw,40
ETL1138,Power Tools,Portobello,Portobello,Forstner,26
ETL1139,Sewing Machines,Portobello,Portobello,Sewing machine,70
ETL1140,Sanders,Portobello,Portobello,Orbital Sander,30
ETL1141,Cordless Drills,Portobello,Portobello,Cordless Hammer Drill,20
ETL1142,Hammer Drills,Portobello,Portobello,Corded Hammer Drill,
ETL1143,Garden Tools,Portobello,Portobello,Mesh Riddle 10mm,7
ETL1144,Power Drill 1/2in,Portobello,Portobello,Corded Hammer Drill,
ETL1145,Tools,Leith,Leith,Dehumidifier,157
ETL1146,Routers,Portobello,Portobello,Plunge Router,
ETL1147,Cordless Drills,Portobello,Portobello,Electric Screwdriver,20
ETL1148,Cordless Drills,Portobello,Portobello,Electric Screwdriver,20
ETL1149,Metal Garden Rake,Portobello,Portobello,Grass Rake,8
ETL1150,Digging Fork,Portobello,Portobello,Garden Fork,5
ETL1151,Digging Fork,Portobello,Portobello,Garden Fork,5
ETL1152,Shears,Portobello,Portobello,Edging Shears,30
ETL1153,Garden Tools,Portobello,Portobello,Lawn Edger,15
ETL1154,Garden Tools,Portobello,Portobello,Edger,15
ETL1155,"Bits, Drivers and Accessories",Leith,Leith,Drill and Screwdriver Bit set,10
ETL1156,Saws,Leith,Leith,Hand saw,
ETL1157,Files,Portobello,Portobello,Wood file,4
ETL1158,Planes,Portobello,Portobello,Hand plane,5
ETL1159,Claw Hammers,Portobello,Portobello,Club hammer,5
ETL1160,Scrapers,Portobello,Portobello,Paint scraper,10
ETL1161,Scrapers,Portobello,Portobello,Paint scraper,10
ETL1162,Power Drill 3/8in,Portobello,Portobello,Hammer Drill,
ETL1163,Hammer Drills,Portobello,Portobello,Hammer Drill,80
ETL1164,Corded & Plug-in,Portobello,Portobello,Nail Gun (Electric),40
ETL1165,Finishing Power Sanders,Portobello,Portobello,Sander,30
ETL1166,Sanders,Portobello,Portobello,Detail Sander,25
ETL1167,Routers,Portobello,Portobello,Plunge Router,80
ETL1168,Wallpaper Steamer,Portobello,Portobello,Wallpaper Stripper,40
ETL1169,"Pliers, Cutters, and Snips",Leith,Leith,Carpenter's Pincers,
ETL1170,Sharpeners,Leith,Leith,4-in-One Sharpener,
ETL1171,Wallpaper Steamer,Leith,Leith,Wallpaper steamer,25
ETL1172,Chop Saws,Leith,Leith,Ryobi Chop Saw,
ETL1173,Hand Tool Sets,Leith,Leith,Hand tool set,40
ETL1174,Loppers,Leith,Leith,Extendable Branch Loppers,
ETL1175,Loppers,Leith,Leith,Branch Loppers,
ETL1176,Loppers,Leith,Leith,Branch Loppers,
ETL1177,Loppers,Leith,Leith,Branch Loppers,
ETL1179,Levels,Leith,Leith,Spirit level,110
ETL1180,"Bits, Drivers and Accessories",Leith,Leith,Drill Bit set,10
ETL1181,Hoe Weeders,Leith,Leith,Patio Knife,
ETL1182,Coping Saw,Leith,Leith,Coping Saw,10
ETL1183,Hoe Weeders,Leith,Leith,Patio Knife,
ETL1184,Saws,Leith,Leith,Hand saw,
ETL1185,Screwdriver Sets,Leith,Leith,Screwdriver set,15
ETL1186,Levels,Leith,Portobello,1m Spirit Level,10
ETL1187,Crescent Wrench,Leith,Leith,15cm Adjustable Spanner,
ETL1188,Allen Wrench Sets,Leith,Leith,Allen Keys,10
ETL1189,Levels,Leith,Leith,Wallpaper Cutting Guide,
ETL1190,Squares,Leith,Leith,Adjustable square,15
ETL1191,Trowel,Leith,Leith,Corner Trowel Set (2 piece),
ETL1192,Drill Bits,Leith,Leith,Pocket joint drill and screw bit set / jig,
ETL1193,"Bits, Drivers and Accessories",Leith,Leith,Screwdriver Drill Bit set,5
ETL1194,Crescent Wrench,Leith,Leith,Adjustable spanner,
ETL1195,Crescent Wrench,Leith,Leith,Adjustable spanner,6
ETL1196,Crescent Wrench,Leith,Leith,Adjustable spanner,6
ETL1197,Circular Saws,Leith,Leith,Corded circular saw,60
ETL1198,Circular Saws,Leith,Leith,Corded circular saw,60
ETL1199,Extension Cords,Leith,Leith,Extension cable,3.99
ETL1200,Finishing Power Sanders,Leith,Leith,Palm Sander,57
ETL1201,Cordless Drills,Leith,Leith,Cordless drill driver,25
ETL1202,Finishing Power Sanders,Leith,Leith,Palm Sander,57
ETL1204,Finishing Power Sanders,Leith,Leith,Palm Sander,57
ETL1205,Wet Tile Saws,Leith,Leith,Wet Tile Saw,30
ETL1207,Cordless Drills,Leith,Leith,Cordless drill,25
ETL1208,Power Drill 3/8in,Leith,Leith,Corded hammer drill,80
ETL1209,Wallpaper Steamer,Leith,Leith,Wallpaper Stripper,40
ETL1211,Automotive Tools,Leith,Leith,Jump Leads,
ETL1212,Scrapers,Leith,Leith,Wall/Floor Scraper,
ETL1213,"Bits, Drivers and Accessories",Leith,Leith,SDS Masonry drill bit set,47
ETL1214,Jig Saws,Leith,Leith,Ryobi Jigsaw,40
ETL1215,Hammer Drills,Leith,Leith,Variable Speed SDS Corded Hammer Drill,
ETL1216,Paste Brush,Leith,Leith,Autopaster Wallpaper pasting tool,15
ETL1218,Random Orbit Sander,Leith,Leith,Random Orbital Sander,40
ETL1219,Angle Grinders,Leith,Leith,Angle Grinder,54
ETL1220,Heat Gun,Leith,Leith,Heat gun,55
ETL1221,Routers,Leith,Leith,Handy Power Electric Router,80
ETL1222,Bicycle Accessories,Leith,Leith,Chain Whip,
ETL1223,Bicycle Accessories,Leith,Leith,15 mm Bicycle Pedal Spanner,
ETL1224,Wrenches,Leith,Leith,Adjustable Spanner,
ETL1225,Manual Drain Auger,Leith,Leith,Manual Drain Auger,23
ETL1226,Bicycle Accessories,Leith,Leith,Bungee cords,
ETL1227,Bicycle Accessories,Leith,Leith,Crank Remover,
ETL1228,Power Planer,Portobello,Portobello,Bosch Electric Planer,45
ETL1230,Extension Cords,Leith,Leith,Extension cable on reel,10
ETL1231,Routers,Leith,Leith,Trim Router,80
ETL1232,Power Planer,Leith,Leith,Ryobi 10” Electric Surface Planer & Transformer,450
ETL1233,Finishing Power Sanders,Leith,Leith,Orbital Sander,45
ETL1234,Open End Wrench,Leith,Leith,Combination Spanner/Wrench set,20
ETL1235,"Bits, Drivers and Accessories",Leith,Leith,Router bit set,
ETL1236,Drill Bits,Leith,Leith,Screwdriver/socket bits set,
ETL1237,"Pliers, Cutters, and Snips",Leith,Leith,Bolt cutter 18inch,
ETL1238,Wallpaper Steamer,Leith,Leith,Wallpaper perforator,6
ETL1239,Drill Bits,Leith,Leith,Plug hole cutter/dowel making drill bit set,12
ETL1240,Cordless Drills,Leith,Leith,Cordless drill,25
ETL1241,Vises,Leith,Leith,Dowel jig,10
ETL1243,Amp Meters,Leith,Leith,Amprobe Multimeter,20
ETL1244,Soldering & Heat Guns,Leith,Leith,Soldering iron,5
ETL1245,Soldering & Heat Guns,Leith,Leith,Soldering iron,5
ETL1246,Power Drill 3/8in,Leith,Portobello,Corded hammer drill,80
ETL1247,Cargo Vans,Leith,Leith,Truck bed cargo net,20
ETL1248,Buckets,Leith,Leith,Bucket,
ETL1249,Paint Mixers & Stirrers,Leith,Leith,Mixing paddle,
ETL1250,Hand Tile Cutter,Leith,Leith,NoMorePly Tile Scoring Knife,10
ETL1251,Cordless Drills,Leith,Leith,DeWalt Cordless Drill,
ETL1252,"Bits, Drivers and Accessories",Leith,Leith,Drill Bit Set,
ETL1253,Hammer Drills,Leith,Leith,DeWalt Corded Hammer Drill,
ETL1254,Cordless Drills,Leith,Leith,Bosh cordless drill,
ETL1255,Drill Bits,Leith,Leith,Drill Driver Bit Set,
ETL1256,"Bits, Drivers and Accessories",Leith,Leith,75 Piece Drill Bit and Saw set,36
ETL1257,"Bits, Drivers and Accessories",Leith,Leith,75 Piece Drill Bit and Saw set,36
ETL1258,"Bits, Drivers and Accessories",Leith,Leith,75 Piece Drill Bit and Saw set DEPOT USE ONLY,36
ETL1259,"Bits, Drivers and Accessories",Leith,Leith,4 Piece SDS Drill Bit set (masonry),20
ETL1260,"Bits, Drivers and Accessories",Leith,Leith,4 Piece SDS Drill Bit set (masonry),20
ETL1261,Tap and Die,Leith,Leith,Clarke CHT303 28-Pce Tap & Die Set,32
ETL1262,Tape Measures,Leith,Leith,Tape measure,2
ETL1263,Drill Bits,Portobello,Portobello,75 Piece Drill Bit Set,25
ETL1264,Drill Bits,Portobello,Portobello,75 Piece Drill Bit Set,25
ETL1265,Pressure Washers,Leith,Leith,Pressure Washer,110
ETL1266,Chop Saws,Leith,Leith,Titan 10” compound mitre saw,100
ETL1267,Coping Saw,Leith,Leith,Coping Saw,10
ETL1268,Pipe Cutters,Leith,Leith,Plastic Pipe Cutter,15
ETL1269,Jacks,Leith,Leith,Hydraulic trolley jack,45
ETL1270,"Pliers, Cutters, and Snips",Leith,Leith,Carpenter's Pincers,
ETL1271,"Pliers, Cutters, and Snips",Leith,Leith,Carpenter's Pincers,
ETL1272,"Pliers, Cutters, and Snips",Leith,Leith,Carpenter's Pincers,
ETL1273,Scrapers,Leith,Leith,Tile adhesive comb,3
ETL1274,Scrapers,Leith,Leith,Tile adhesive comb,3
ETL1275,Buckets,Leith,Leith,Small Bucket,
ETL1276,Spade Shovel,,,Garden spade,5
ETL1277,Electric Chippers,Leith,Portobello,Garden shredder,
ETL1278,Spade Shovel,Leith,Leith,Garden spade,5
ETL1279,Drill Bits,Portobello,Portobello,75 Piece Drill Bit Set,25
ETL1280,String Trimmer,Portobello,Portobello,Cordless strimmer,40
ETL1281,Digging Fork,Leith,Leith,Garden Fork,5
ETL1282,Loppers,Leith,Leith,Extendable Branch Loppers,
ETL1283,Utility Wagon,Leith,Leith,Plastic Dolly / Trolley,30
ETL1284,Basin Wrench,Leith,Leith,Basin Wrench / Spanner,
ETL1285,Crescent Wrench,Leith,Leith,Adjustable spanner,
ETL1286,Electric Hedge Trimmer,Portobello,Portobello,Corded Hedge Trimmer,30
ETL1287,Garden Tools,Portobello,Portobello,Cordless Hedge Trimmer,30
ETL1288,Tuck Point Trowel,Leith,Leith,Finger Pointing Trowel,
ETL1289,Tuck Point Trowel,Leith,Leith,Finger pointing trowel,
ETL1290,Pipe Cutters,Leith,Leith,Bottle cutter,20
ETL1291,Activities,Leith,Leith,Bubble Machine,
ETL1292,Files,Leith,Leith,Half Round Hand File,
ETL1293,Drill Bits,Leith,Leith,Heavy Duty SDS+ drill bit set,
ETL1294,Crescent Wrench,Leith,Leith,Adjustable Crescent Spanner,
ETL1295,Tuck Point Trowel,Leith,Leith,Finger Pointing Trowel,
ETL1296,Utility Wagon,Portobello,Portobello,Sack trolley,50
ETL1297,Cordless Drills,Portobello,Portobello,Electric Screwdriver,20
ETL1298,Rotary Tools,Portobello,Portobello,Cordless Rotary Tool,57
ETL1299,Garden Tools,Portobello,Portobello,Lawn Mower,
ETL1300,Keys,Portobello,Portobello,Allen Key set,
ETL1301,Allen Wrench Sets,Portobello,Portobello,9 piece imperial allen key set,
ETL1302,Wrench Sets,Portobello,Portobello,8 piece imperial Hex (Allen) Key Set,
ETL1303,Socket Sets,Portobello,Portobello,1/2 in drive imperial socket set,
ETL1304,Extension Cords,Portobello,Portobello,Extension Lead,5
ETL1305,Squares,Portobello,Portobello,Square,5
ETL1306,Squares,Portobello,Portobello,square,5
ETL1307,Drill Bits,Portobello,Portobello,Screwdriver/socket bits set,10
ETL1308,"Bits, Drivers and Accessories",Portobello,Portobello,BOSCH Multi Bit Set,
ETL1309,Engraver,Portobello,Leith,Multi Tool Rotary Tool,50
ETL1310,Pressure Washers,Portobello,Portobello,Pressure Washer with accessories,100
ETL1311,Hand Tools,Portobello,Portobello,Portable Folding Work Bench,110
ETL1312,Corded Mowers,Leith,Leith,Electric lawn mower,90
ETL1313,Hole Saw Kit,Leith,Leith,Hole Saw Set,30
ETL1314,Hand Sickle,Leith,Leith,Hand sickle,5
ETL1315,Power Saws,Portobello,Portobello,Reciprocating Saw,
ETL1316,Hand Tools,Portobello,Portobello,Screw & Bolt Extractor Set,
ETL1317,Pipe Cutters,Leith,Leith,Adjustable Pipe Cutter,15
ETL1318,"Bits, Drivers and Accessories",Leith,Leith,Drill Bit set,10
ETL1319,Metal Garden Rake,Leith,Leith,Garden rake,8
ETL1320,Hand Tools,Portobello,Portobello,Portable Folding Work Bench,110
ETL1321,Hand Tools,Portobello,Portobello,Portable Folding Work Bench,110
ETL1323,String Trimmer,Leith,Leith,Bosch combitrim Strimmer,40
ETL1324,String Trimmer,Leith,Leith,Flymo Strimmer,30
ETL1325,Random Orbit Sander,Leith,Leith,Random Orbit Sander,40
ETL1326,Finishing Power Sanders,Leith,Leith,Black and Decker Mouse Sander,57
ETL1327,Wood Chisel,Portobello,Portobello,Wood chisel Set,2
ETL1328,Hammer Drills,Portobello,Portobello,Bosch corded SDS hammer drill,80
ETL1329,Hammers & Mallets,Portobello,Portobello,Wooden mallet,5
ETL1330,Slip Joint Pliers,Portobello,Portobello,Pipe wrench set (2 pieces),12
ETL1331,Small Tiller,Leith,Leith,Rotavator (4 stroke petrol),265
ETL1332,Step Ladders,Leith,Leith,Step ladders,
ETL1333,Hack saw,Leith,Leith,Modular hand saw,
ETL1334,Miter Saws,Leith,Leith,Hand Mitre Saw,80
ETL1335,Cordless Hammer Drills,Leith,Leith,Bosch Hammer Drill GBH 24 V SDS Plus,
ETL1336,Hand Tile Cutter,Portobello,Portobello,Tile cutter,10
ETL1337,Files,Portobello,Portobello,File and rasp set (12 pieces),10
ETL1338,Bar Clamps,Portobello,Portobello,G clamp,10
ETL1339,Propane & Gas Powered Tools,Leith,Leith,Gas blow torch,
ETL1340,Staple Gun,Portobello,Portobello,Staple Gun,20
ETL1341,"Bits, Drivers and Accessories",Portobello,Portobello,4 Piece SDS Masonry Drill Bit set,20
ETL1342,"Bits, Drivers and Accessories",Portobello,Portobello,HSS steel drill bit set (19 bits) (1-10mm),20
ETL1343,"Bits, Drivers and Accessories",Portobello,Leith,10 Piece Masonry Drill Bit set,20
ETL1344,"Bits, Drivers and Accessories",Portobello,Portobello,7 countersink wood drill bits and L-shaped hexagon spanner,12
ETL1345,"Bits, Drivers and Accessories",Portobello,Portobello,10 Pieces Masonry Drill Bit set,20
ETL1346,Squares,Portobello,Portobello,Square,5
ETL1347,Drill Bits,Leith,Leith,Drill bits,
ETL1348,Jig Saws,Portobello,Portobello,Jigsaw,35
ETL1349,"Bits, Drivers and Accessories",Portobello,Portobello,10mm SDS Masonry Drill Bit,20
ETL1350,Step Ladders,Leith,Leith,Step Ladder,
ETL1351,Saws,Leith,Leith,Hand saw,
ETL1352,Cordless Drills,Leith,Leith,Makita Cordless Drill,
ETL1353,Cordless Drills,Leith,Leith,Makita impact driver,
ETL1354,Drill Bits,Leith,Leith,Drill bits,
ETL1355,Scrapers,Leith,Leith,Paint scraper,
ETL1356,Scrapers,Leith,Leith,Narrow Paint scraper,
ETL1357,Scrapers,Leith,Leith,Paint scraper,
ETL1358,"Bits, Drivers and Accessories",Portobello,Portobello,12mm SDS Masonry Drill Bit,20
ETL1359,Cement Chisel,Leith,Leith,Stone chisel,8
ETL1360,Wallpaper Steamer,Leith,Leith,Wallpaper Stripper,40
ETL1361,Belt Sanders,Leith,Leith,Belt Sander,70
ETL1362,Jig Saws,Leith,Leith,Parkside Jigsaw,40
ETL1363,Extension Cords,Leith,Leith,Extension cable on reel,35
ETL1364,Random Orbit Sander,Leith,Leith,Cordless Random Orbital Sander,50
ETL1365,Jig Saws,Leith,Leith,Multi tool,60
ETL1366,Jig Saws,Leith,Leith,Multi tool,60
ETL1367,Cordless Drills,Leith,Leith,DeWalt Cordless Drill,
ETL1368,Cordless Drills,Leith,Leith,DeWalt Cordless Drill,
ETL1369,Knives,Portobello,Portobello,Stanley / Utility Knife,
ETL1370,Drill Bits,Leith,Leith,Router Bit Set,8
ETL1371,Jig Saws,Leith,Portobello,Hitachi Jigsaw,40
ETL1372,Random Orbit Sander,Leith,Leith,Random Orbit Sander,40
ETL1373,Misc,Portobello,Portobello,Leather Tool Belt,
ETL1374,Float,Portobello,Portobello,Float Trowel,5
ETL1375,Drywall Saws,Leith,Leith,Drywall/hacksaw,5
ETL1376,Paint Roller Frame,Leith,Leith,Paint Roller Cage,
ETL1377,Paint Roller Frame,Leith,Leith,Paint Roller Cage,
ETL1378,Paint Roller Frame,Leith,Leith,Paint Roller Cage,
ETL1379,Paint Roller Frame,Leith,Leith,Extendable Paint Roller Cage,
ETL1380,Paint Roller Frame,Leith,Leith,Small Paint Roller,
ETL1381,Paint Roller Frame,Leith,Leith,Radiator Paint Roller,
ETL1382,Corner Clamp,Leith,Leith,Set of 5 small metal clamps,20
ETL1383,Corded & Plug-in,Leith,Leith,Tacwise 400ELS Pro angled nail gun,40
ETL1384,Jig Saws,Leith,Leith,Parkside Combination Cutter,40
ETL1385,Power Drills,Leith,Leith,Electric Scraper,30
ETL1386,Engraver,Leith,Leith,Multi Tool Rotary Tool,30
ETL1387,Float,Leith,Leith,Float Trowel,
ETL1388,Sharp Bristle Brushes,Leith,Leith,Paperhanging Brush,
ETL1389,Routers,Leith,Leith,Small Plunge Router,80
ETL1390,Testers (hand held),Leith,Leith,Stud finder,20
ETL1391,Routers,Leith,Leith,Router Bit Set,
ETL1392,Angle Grinders,Portobello,Portobello,Angle Grinder,40
ETL1393,Angle Grinders,Portobello,Portobello,Angle Grinder,40
ETL1394,Random Orbit Sander,Leith,Leith,Draper Palm Sander,20
ETL1395,Vise Grips,Leith,Leith,Mole grips,15
ETL1396,Vise Grips,Leith,Leith,Mole grips,15
ETL1397,Finishing Power Sanders,Leith,Leith,Palm Sander,57
ETL1398,Extension Cords,Leith,Leith,Extension cable on reel,10
ETL1399,Notched Trowel,Leith,Leith,Tiling trowel,
ETL1400,Wet Tile Saws,Leith,Leith,Wet Tile Saw,30
ETL1401,Finishing Power Sanders,Leith,Leith,Orbital Sander,57
ETL1402,Finishing Power Sanders,Leith,Leith,Detail Sander,57
ETL1403,Wood Chisel,Leith,Leith,Chisel set,20
ETL1404,Wood Chisel,Leith,Leith,Chisel set,20
ETL1405,Wood Chisel,Leith,Leith,18mm Chisel,5
ETL1406,Crowbar,Leith,Leith,Pry bar,10
ETL1407,String Trimmer,Leith,Leith,Challenge electric grass trimmer,50
ETL1408,Jig Saws,Leith,Leith,Multifunction saw,50
ETL1409,Testers (hand held),Leith,Leith,Metal and voltage detector,20
ETL1410,Trowel,Leith,Leith,Trowel,
ETL1411,Finishing Power Sanders,Leith,Leith,Black and Decker Powerfile,57
ETL1412,Routers,Leith,Leith,Bosch Router,
ETL1413,Drill Bits,Leith,Leith,Folsom Auger Bit Set,
ETL1414,Wheelbarrow,Leith,Leith,Wheelbarrow,
ETL1415,Caulk Guns,Portobello,Portobello,Caulking Gun,
ETL1416,Extension Ladder,Portobello,Portobello,Extension Ladder,
ETL1417,Post Hole Digger,Leith,Leith,Post Driver,40
ETL1418,Needle Nose Pliers,,,Circlip pliers,5
ETL1419,Cordless Impact Drivers,Leith,Leith,Impact driver,
ETL1420,Belt Sanders,Leith,Leith,Belt Sander,40
ETL1421,Belt Sanders,Leith,Leith,Belt Sander,
ETL1422,Garden Tools,Leith,Leith,Cordless hedge trimmer,
ETL1423,Crosscut Saw,Leith,Leith,Japanese Pull Saw,
ETL1424,Engraver,Leith,Leith,Engraving tool,
ETL1425,Cordless Hammer Drills,Leith,Leith,Cordless hammer drill,
ETL1426,Wood Chisel,Leith,Leith,Bevel Edge Wood Chisels,15
ETL1427,Band Saws,Leith,Leith,Band Saw,500
ETL1802,Corner Clamp,Portobello,Portobello,Set of 4 Corner Clamps (double entry in the database ETL1082),
ETL1803,Drill Bits,Leith,Leith,Diamond Core Drill Kit,110
ETL1804,Hand Miter Saws,Leith,Leith,Mitre Saw,
ETL1805,Pipe Cutters,Portobello,Portobello,Adjustable Tube / Pipe Cutter,15
ETL1806,Hack saw,Portobello,Portobello,Hack saw,5
ETL1807,Bar Clamps,Portobello,Portobello,Corner clamp,35
ETL1808,"Bits, Drivers and Accessories",Portobello,Portobello,5 Piece SDS Plus Masonry Drill Bit set,20
ETL1809,Rivet Tools,Portobello,Portobello,Hand riveter,25
ETL1810,Hand Tools,Leith,Leith,Wallpaper cutter,
ETL1811,Miscellaneous Furniture,Leith,Leith,Portable Work bench,110
ETL1812,Hoes,Leith,Leith,Dutch Hoe,5
ETL1814,Drill Press (hand),Leith,Leith,Hand drill press,
ETL1815,Grass Shear,Portobello,Portobello,Garden Shears,10
ETL1816,Grass Shear,Portobello,Leith,Large Extendable Ratchet Lopping Shears / Secaturs,25
ETL1817,Hole Saw Kit,Portobello,Portobello,Hole Saw Set,30
ETL1818,Distance Meters,Portobello,Portobello,Micrometer,
ETL1819,Screwdriver Sets,Portobello,Portobello,Small screwdriver set,15
ETL1820,Spanner Wrenches,Portobello,Portobello,"Pipe Wrench / Stilson 14""",
ETL1821,Garden Tools,Portobello,Portobello,"Rake, Leaf",
ETL1822,Socket Sets,Portobello,Portobello,Socket Set,
ETL1823,Knives,Portobello,Portobello,Stanley / Utility Knife,
ETL1824,Tap and Die,Portobello,Portobello,Tap and Die Set - Metric,
ETL1825,Ratchet Straps,Leith,Leith,Mini Endless Ratchet Strap,
ETL1826,Ratchet Straps,Leith,Leith,Mini Endless Ratchet Strap,
ETL1827,Hole Saw Kit,Leith,Leith,Hole Saw Kit,
ETL1828,Step Ladders,Portobello,Portobello,Step ladder,
ETL1829,Hole Saw Kit,Leith,Leith,Hole Saw Kit,
ETL1830,Drill Bits,Leith,Leith,Flat Wood bit set,
ETL1831,Drill Bits,Portobello,Leith,75 Piece Drill Bit Set,25
ETL1832,Drill Bits,Portobello,Portobello,75 Piece Drill Bit Set,
ETL1833,Spade Shovel,Portobello,Portobello,Garden Spade,10
ETL1834,Hand Wood Splitter,Portobello,Portobello,Roughneck Manual Wood Splitter,
ETL1835,Hatchet,Portobello,Portobello,Stanley hatchet,
ETL1836,Circular Saws,Leith,Leith,Corded circular saw,60
ETL1837,Gas Powered String Trimmer,Portobello,Portobello,Strimmer (2-stroke petrol),100
ETL1838,Drills,Leith,Leith,Drill template set,
ETL1839,Levels,Leith,Leith,Laser Edge Level,
ETL1840,Hand Tool Sets,Leith,Leith,Mini Tool Set,
